metadata_row,complex_name,compound_group,smiles,experimental_pKD,covalent,fragment_screen,pb_valid_prepared,pb_valid_ref,suspected_artefact,sucos_shape,pocket_qcov,sucos_shape_pocket_qcov,complex_directory,complex_ref_pdb_path,complex_ref_pdb_exists,complex_ref_pdb_bytes,complex_ref_pdb_sha256,prepared_protein_pdb_path,prepared_protein_pdb_exists,prepared_protein_pdb_bytes,prepared_protein_pdb_sha256,ligand_ref_sdf_path,ligand_ref_sdf_exists,ligand_ref_sdf_bytes,ligand_ref_sdf_sha256,ligand_prepared_sdf_path,ligand_prepared_sdf_exists,ligand_prepared_sdf_bytes,ligand_prepared_sdf_sha256,complex_ref_pdb_coordinate_records,complex_ref_pdb_atom_records,complex_ref_pdb_hetatm_records,complex_ref_pdb_ligand_records,prepared_protein_pdb_coordinate_records,prepared_protein_pdb_atom_records,prepared_protein_pdb_hetatm_records,prepared_protein_pdb_ligand_records,ligand_ref_sdf_parse_ok,ligand_ref_sdf_molecule_count,ligand_ref_sdf_atom_count,ligand_ref_sdf_heavy_atom_count,ligand_ref_sdf_formal_charge,ligand_ref_sdf_elements,ligand_prepared_sdf_parse_ok,ligand_prepared_sdf_molecule_count,ligand_prepared_sdf_atom_count,ligand_prepared_sdf_heavy_atom_count,ligand_prepared_sdf_formal_charge,ligand_prepared_sdf_elements
852,A71EV2A-x7263a,x7263a,CSc1ncnc(N2CC(C)(c3ccccc3F)C2)c1CC(=O)N1CCC[C@H](C(N)=O)C1,6.4392,False,False,True,True,False,42.6542,92.3077,39.3731,structures/x7263a/A71EV2A-x7263a,structures/x7263a/A71EV2A-x7263a/A71EV2A-x7263a_complex_ref.pdb,True,212944,f08297972d22eef703722d9d3a1273451d4ec334b17db7ad77a095bf0754adc9,structures/x7263a/A71EV2A-x7263a/A71EV2A-x7263a_prepared.pdb,True,170009,1ba86e77f672caa68f414a05938a8e933d2d9cdbaf4046fe2d348e58343ff1c1,structures/x7263a/A71EV2A-x7263a/A71EV2A-x7263a_ligand_ref.sdf,True,2825,eb39148e7ff5ea9c0395b605f22e745c7bfa1f629aaf98f54142d5d566871f9a,structures/x7263a/A71EV2A-x7263a/A71EV2A-x7263a_ligand_prepared.sdf,True,5149,2043fe6cb8fb20c6fe251b6ed6375755b2634a4df52a6ed4a80906feedaabf46,1180,1117,63,32,2097,2097,,,True,1,32,32,0,C:23;F:1;N:5;O:2;S:1,True,1,60,32,0,C:23;F:1;H:28;N:5;O:2;S:1
853,A71EV2A-x7284a,x7284a,CSc1ncnc(N2CCC3(CCCO3)CC2)c1CC(=O)N1CCC[C@H](C(N)=O)C1,6.4667,False,False,True,True,False,34.5924,92.3077,31.9315,structures/x7284a/A71EV2A-x7284a,structures/x7284a/A71EV2A-x7284a/A71EV2A-x7284a_complex_ref.pdb,True,211164,05eaad29fd1ae9312950e473cb92b29a513f2c691dc096afe76e378905cb5bac,structures/x7284a/A71EV2A-x7284a/A71EV2A-x7284a_prepared.pdb,True,170009,f87f627fdcf36bc8f2ffc7bb1d5be7c1be3d8f1e0f7891913084adef7b2987b8,structures/x7284a/A71EV2A-x7284a/A71EV2A-x7284a_ligand_ref.sdf,True,2658,f563314f62db72379e5d598617a7507d2adcbbee92b24f1e78b60f40859f92da,structures/x7284a/A71EV2A-x7284a/A71EV2A-x7284a_ligand_prepared.sdf,True,5231,c3b9cd28443417293346d12458615f848899b4b62c85979f0d6ab548e00761b0,1153,1096,57,30,2097,2097,,,True,1,30,30,0,C:21;N:5;O:3;S:1,True,1,61,30,0,C:21;H:31;N:5;O:3;S:1
854,A71EV2A-x7287a,x7287a,CSc1ccc(-c2ocnc2C)cc1OC(=O)N1C[C@@H](C(N)=O)C[C@@H]2C[C@@H]21,5.9643,False,False,True,True,False,44.4985,88.8889,39.5542,structures/x7287a/A71EV2A-x7287a,structures/x7287a/A71EV2A-x7287a/A71EV2A-x7287a_complex_ref.pdb,True,207597,b8f26121110978df75796f42d64f0d708a5eafff6d05636e2b1690eed0fefde2,structures/x7287a/A71EV2A-x7287a/A71EV2A-x7287a_prepared.pdb,True,170009,d519ee1cfd3358a3d62f677e9156cccfca909aafe3f7859b40d8e923bf3b742c,structures/x7287a/A71EV2A-x7287a/A71EV2A-x7287a_ligand_ref.sdf,True,2410,35697069a3c1f231bbf2ce157cbc17e2e67050386808657ceae3d44ff52b1a21,structures/x7287a/A71EV2A-x7287a/A71EV2A-x7287a_ligand_prepared.sdf,True,4153,180e0190191259ad260455e53957aa4a3e953aa8cb61f7906080d10c9ccf995d,1132,1083,49,27,2097,2097,,,True,1,27,27,0,C:19;N:3;O:4;S:1,True,1,48,27,0,C:19;H:21;N:3;O:4;S:1
855,A71EV2A-x7297a,x7297a,CNC(=O)[C@@H]1CCN1c1ncnc(SC)c1CC(=O)N1CCC[C@H](C(N)=O)C1,5.5531,False,False,True,True,False,34.8212,92.5926,32.2418,structures/x7297a/A71EV2A-x7297a,structures/x7297a/A71EV2A-x7297a/A71EV2A-x7297a_complex_ref.pdb,True,206950,4479f22087a10789ef74a1e474bf0f613fb189d991dc89852f019bedcab0234b,structures/x7297a/A71EV2A-x7297a/A71EV2A-x7297a_prepared.pdb,True,170009,a6b13bd32ae33ee53c691b1006f097b7f7321b5a8fb2d2425fef7f43b2f4b43d,structures/x7297a/A71EV2A-x7297a/A71EV2A-x7297a_ligand_ref.sdf,True,2480,a954e8acde3302122d029c19335a52c3b47594a79d844ac69c631526a2a40144,structures/x7297a/A71EV2A-x7297a/A71EV2A-x7297a_ligand_prepared.sdf,True,4638,3c88f10dfcb19c68b5f18f410844e4f77dc16b101cf05a8341d49ec2bf0cdfb9,1138,1090,48,28,2097,2097,,,True,1,28,28,0,C:18;N:6;O:3;S:1,True,1,54,28,0,C:18;H:26;N:6;O:3;S:1
856,A71EV2A-x7301a,x7301a_x7301b,CSc1ccc(-c2cccnc2N)cc1OC(=O)N1CCC[C@H](C(N)=O)C1,6.4678,False,False,True,True,False,41.9489,92,38.593,structures/x7301a_x7301b/A71EV2A-x7301a,structures/x7301a_x7301b/A71EV2A-x7301a/A71EV2A-x7301a_complex_ref.pdb,True,395521,b95d95642e7f01d3424f751a949970af2cb30c064fef6fa7d55747aef233a5f3,structures/x7301a_x7301b/A71EV2A-x7301a/A71EV2A-x7301a_prepared.pdb,True,170009,fbad1d14206e94959035f386a33adc61c511c360aba9da7ba4a1ccd8a8ba0477,structures/x7301a_x7301b/A71EV2A-x7301a/A71EV2A-x7301a_ligand_ref.sdf,True,2397,b9cab3e17002aa8bfe05d551d21ccbc393f618727cf8856fa684bf6cc4a51a22,structures/x7301a_x7301b/A71EV2A-x7301a/A71EV2A-x7301a_ligand_prepared.sdf,True,4223,b42a95f040ace29b005d9f04671a2cf7f039113e6594f008b3a6dc24508ed19e,2272,2180,92,54,2097,2097,,,True,1,27,27,0,C:19;N:4;O:3;S:1,True,1,49,27,0,C:19;H:22;N:4;O:3;S:1
857,A71EV2A-x7301b,x7301a_x7301b,CSc1ccc(-c2cccnc2N)cc1OC(=O)N1CCC[C@H](C(N)=O)C1,6.4678,False,False,True,True,False,41.8364,92,38.4895,structures/x7301a_x7301b/A71EV2A-x7301b,structures/x7301a_x7301b/A71EV2A-x7301b/A71EV2A-x7301b_complex_ref.pdb,True,395440,13a0473e663db7afebaaba42a5f4f1d91e160e5b00455d65b6dbfab075dd8158,structures/x7301a_x7301b/A71EV2A-x7301b/A71EV2A-x7301b_prepared.pdb,True,170009,9b221c21aee517f7b547a831726ae7dc30722429ad601c53273999d01d24ce31,structures/x7301a_x7301b/A71EV2A-x7301b/A71EV2A-x7301b_ligand_ref.sdf,True,2397,dd2e9a02ecd49b1a96eabec572360a56c2c4eff59e6f0787595afeee26c8231b,structures/x7301a_x7301b/A71EV2A-x7301b/A71EV2A-x7301b_ligand_prepared.sdf,True,4223,90d166440f81940ae3eb96fec481c1ae252eaceed360b417999376eaa26a4c17,2271,2180,91,54,2097,2097,,,True,1,27,27,0,C:19;N:4;O:3;S:1,True,1,49,27,0,C:19;H:22;N:4;O:3;S:1
858,A71EV2A-x7307a,x7307a,CSc1ccc(C(=O)N(C)C2CCC(C)(C)CC2)cc1CC(=O)N1CCC[C@H](C(N)=O)C1,4.8542,False,False,True,True,False,34.6907,76.9231,26.6852,structures/x7307a/A71EV2A-x7307a,structures/x7307a/A71EV2A-x7307a/A71EV2A-x7307a_complex_ref.pdb,True,206304,da5891c069a591545f48910126eb516d4a36cd1d0c82edb5e331fb319e957baa,structures/x7307a/A71EV2A-x7307a/A71EV2A-x7307a_prepared.pdb,True,170009,7ab8dcec4a7533c0e3bc53756387c74ccc396ee54e453f234251d35b200cc95b,structures/x7307a/A71EV2A-x7307a/A71EV2A-x7307a_ligand_ref.sdf,True,2812,0551f297a9c70a28f3e282a3d40d2838826fe1cca51d7201ca3bb6639c9a5997,structures/x7307a/A71EV2A-x7307a/A71EV2A-x7307a_ligand_prepared.sdf,True,5883,318d5b2efd7d4377e0d41de884cf14c19016636a8826abc805bc1d35765cb9ae,1139,1089,50,32,2097,2097,,,True,1,32,32,0,C:25;N:3;O:3;S:1,True,1,69,32,0,C:25;H:37;N:3;O:3;S:1
859,A71EV2A-x7309a,x7309a,CSc1ncnc(N2CCC[C@@H]2C(=O)N(C)C)c1CC(=O)N1CCC[C@H](C(N)=O)C1,6.6677,False,False,True,True,False,34.7855,92.3077,32.1097,structures/x7309a/A71EV2A-x7309a,structures/x7309a/A71EV2A-x7309a/A71EV2A-x7309a_complex_ref.pdb,True,205331,34d5018d7329d3673fdad51ea86f7f3c944ac9f2f83c9b2ac593680f03038928,structures/x7309a/A71EV2A-x7309a/A71EV2A-x7309a_prepared.pdb,True,170009,1d532f79957ca1ce6b5a892a0659de65da90f31dc8f67f9785ea738b02bce9b5,structures/x7309a/A71EV2A-x7309a/A71EV2A-x7309a_ligand_ref.sdf,True,2646,2825a1f2f821018bf61dc4055c0aec3baeb1a0243f99730e37f7c1fc4ae8627c,structures/x7309a/A71EV2A-x7309a/A71EV2A-x7309a_ligand_prepared.sdf,True,5136,380ab3a1db1dec739e8759d3cce13130aca646ce84328d2c0a240247d70d1fe5,1143,1083,60,30,2097,2097,,,True,1,30,30,0,C:20;N:6;O:3;S:1,True,1,60,30,0,C:20;H:30;N:6;O:3;S:1
860,A71EV2A-x7316a,x7316a,CSc1ncnc(N2CC[C@H](OC3CC3)C2)c1CC(=O)N1CCC[C@H](C(N)=O)C1,7.1595,False,False,True,True,False,35.0411,92.3077,32.3457,structures/x7316a/A71EV2A-x7316a,structures/x7316a/A71EV2A-x7316a/A71EV2A-x7316a_complex_ref.pdb,True,207112,5d7117e17364d8dd228b263058c566ed10388b52e5faacdb82166ce7fc52057a,structures/x7316a/A71EV2A-x7316a/A71EV2A-x7316a_prepared.pdb,True,170009,e29ebe44a52922a875fb0d9595314e311eb8e6a9f931b34fe5a801afa0005edc,structures/x7316a/A71EV2A-x7316a/A71EV2A-x7316a_ligand_ref.sdf,True,2576,45aa7386d74cab1f5f39cb1dde2c922bf0e1f0438a7a57824b30398bee9e9650,structures/x7316a/A71EV2A-x7316a/A71EV2A-x7316a_ligand_prepared.sdf,True,4983,0510d944b00d2a70ced102a68444817587aa1fa41a6ea6fb98fd4913805fc3e5,1152,1097,55,29,2097,2097,,,True,1,29,29,0,C:20;N:5;O:3;S:1,True,1,58,29,0,C:20;H:29;N:5;O:3;S:1
861,A71EV2A-x7317a,x7317a_x7317b_x7372a,CSc1ncnc(N2C[C@H]3C[C@H]3C2)c1CC(=O)N1CCC[C@H](C(N)=O)C1,6.5585,False,False,True,True,False,34.584,92.3077,31.9237,structures/x7317a_x7317b_x7372a/A71EV2A-x7317a,structures/x7317a_x7317b_x7372a/A71EV2A-x7317a/A71EV2A-x7317a_complex_ref.pdb,True,205009,f4f8f980a09d89a3865bdf0307ce90e6f34f653123f23ce5c24ae4394cde369d,structures/x7317a_x7317b_x7372a/A71EV2A-x7317a/A71EV2A-x7317a_prepared.pdb,True,170009,e6881c4898b741f304947e37c3a96f05db31421f6b94e1e8e2e0a2f95d2dc935,structures/x7317a_x7317b_x7372a/A71EV2A-x7317a/A71EV2A-x7317a_ligand_ref.sdf,True,2327,308edf2bfbc2649817d5af855fc546d10bea214dc014e97f2a86f5295a2f8b1b,structures/x7317a_x7317b_x7372a/A71EV2A-x7317a/A71EV2A-x7317a_ligand_prepared.sdf,True,4402,a7ae7e69abe4710634ff7597a07d5d8496dc7437ebf2ecc704db489f262b2bcf,1121,1077,44,26,2097,2097,,,True,1,26,26,0,C:18;N:5;O:2;S:1,True,1,51,26,0,C:18;H:25;N:5;O:2;S:1
862,A71EV2A-x7317b,x7317a_x7317b_x7372a,CSc1ncnc(N2C[C@H]3C[C@H]3C2)c1CC(=O)N1CCC[C@H](C(N)=O)C1,6.5585,False,False,True,True,False,39.5856,92.3077,36.5405,structures/x7317a_x7317b_x7372a/A71EV2A-x7317b,structures/x7317a_x7317b_x7372a/A71EV2A-x7317b/A71EV2A-x7317b_complex_ref.pdb,True,205009,da90433dddfd6e1e2c2cb9e2bf90256160244453a93767dd07cbb7af99719d55,structures/x7317a_x7317b_x7372a/A71EV2A-x7317b/A71EV2A-x7317b_prepared.pdb,True,170009,4771069b5ee4cbefeeb4e5555c91de8bdee03771b6e063576578e1917c14a079,structures/x7317a_x7317b_x7372a/A71EV2A-x7317b/A71EV2A-x7317b_ligand_ref.sdf,True,2327,23e7c987c1f0f26d4da9f8422829c598d2bc7dc080dc6c2303d750f7232bffb7,structures/x7317a_x7317b_x7372a/A71EV2A-x7317b/A71EV2A-x7317b_ligand_prepared.sdf,True,4402,b2027d5f1a6ef8fa64321163742b73523bf19243d7dde92ac02aed044e8a6c49,1121,1077,44,26,2097,2097,,,True,1,26,26,0,C:18;N:5;O:2;S:1,True,1,51,26,0,C:18;H:25;N:5;O:2;S:1
863,A71EV2A-x7318a,x7318a,CSc1ccc(C(=O)N2CC=CCC23CCC3)cc1CC(=O)N1CCC[C@H](C(N)=O)C1,5.7273,False,False,True,True,False,35.2489,92,32.4289,structures/x7318a/A71EV2A-x7318a,structures/x7318a/A71EV2A-x7318a/A71EV2A-x7318a_complex_ref.pdb,True,208408,572afdd8faa2189edec04bfa55d7a56e86a0b3fcbebb01b261f9fb6926f68741,structures/x7318a/A71EV2A-x7318a/A71EV2A-x7318a_prepared.pdb,True,170009,8022028226bd69843d8d2c1517cc52d94d02f846a783d5a45a9e80e76f0ac4ff,structures/x7318a/A71EV2A-x7318a/A71EV2A-x7318a_ligand_ref.sdf,True,2742,92dc2bd0c9e66028e4da991ad350d0e3bc2e943471e67b970a8e36f3280fbd0b,structures/x7318a/A71EV2A-x7318a/A71EV2A-x7318a_ligand_prepared.sdf,True,5315,9d4d77de632f3251ea69a166a3aa3aadaed8eb3b7a0e71ce9bc0c04ded3a1579,1148,1095,53,31,2097,2097,,,True,1,31,31,0,C:24;N:3;O:3;S:1,True,1,62,31,0,C:24;H:31;N:3;O:3;S:1
864,A71EV2A-x7321a,x7321a,CC[C@H]1CS[C@H](C(N)=O)CN1C(=O)Oc1cc(Br)ccc1SC,4.1702,False,False,True,True,False,41.2326,92.5926,38.1783,structures/x7321a/A71EV2A-x7321a,structures/x7321a/A71EV2A-x7321a/A71EV2A-x7321a_complex_ref.pdb,True,203144,5f6bf673b41e76475a6d5d0bd2903064789051dd1573af0aa8e5d85d191c8bb8,structures/x7321a/A71EV2A-x7321a/A71EV2A-x7321a_prepared.pdb,True,170009,34056a3b2d9c6d6a82065ec249cef69c189b3d7a6f69720696d836abd5372ad0,structures/x7321a/A71EV2A-x7321a/A71EV2A-x7321a_ligand_ref.sdf,True,2052,be94642cf24045982dbdb7d47614d111fc43e8abc8fa513b782ce0f7d8b09bfb,structures/x7321a/A71EV2A-x7321a/A71EV2A-x7321a_ligand_prepared.sdf,True,3629,6c37be77d8ba832f8872d6e3f09a7abddf32196246aa9039795174c5d2a77567,1123,1083,40,23,2097,2097,,,True,1,23,23,0,Br:1;C:15;N:2;O:3;S:2,True,1,42,23,0,Br:1;C:15;H:19;N:2;O:3;S:2
865,A71EV2A-x7323a,x7323a,CSc1ccc(-c2cn[nH]c2)cc1OC(=O)N1C[C@@H](C(N)=O)C[C@@H]2C[C@@H]21,6.7751,False,False,True,True,False,44.9055,88.8889,39.916,structures/x7323a/A71EV2A-x7323a,structures/x7323a/A71EV2A-x7323a/A71EV2A-x7323a_complex_ref.pdb,True,204360,517add97f53495ade6c8f9a69c366b4f768d532f41be2d8012912ad8712bceab,structures/x7323a/A71EV2A-x7323a/A71EV2A-x7323a_prepared.pdb,True,170009,895bf4a750da721d01732636405db3536cf6b22244f4472469844bb7210675d1,structures/x7323a/A71EV2A-x7323a/A71EV2A-x7323a_ligand_ref.sdf,True,2327,737b14eb498d22839c818936e1593ce26a3b65b7186a58ad617916d0941d1a10,structures/x7323a/A71EV2A-x7323a/A71EV2A-x7323a_ligand_prepared.sdf,True,3987,62e55a0a0a15747c4125a5904f2c3450232850490feb108d470067fd1d628d41,1135,1083,52,26,2097,2097,,,True,1,26,26,0,C:18;N:4;O:3;S:1,True,1,46,26,0,C:18;H:20;N:4;O:3;S:1
866,A71EV2A-x7333a,x7333a,CSc1ncnc(N(C)CC(C)(F)F)c1CC(=O)N1CCC[C@H](C(N)=O)C1,6.9943,False,False,True,True,False,43.3153,92,39.85,structures/x7333a/A71EV2A-x7333a,structures/x7333a/A71EV2A-x7333a/A71EV2A-x7333a_complex_ref.pdb,True,218050,abaf73e7bc2b5ca9fb30038d2d9d8d574ffe614d18611a43e3e7d3cfe0d32e0b,structures/x7333a/A71EV2A-x7333a/A71EV2A-x7333a_prepared.pdb,True,168794,e9abb560b203c7b83677b74ed695468d02057afbdaaf4c0bd9c53856c75fb984,structures/x7333a/A71EV2A-x7333a/A71EV2A-x7333a_ligand_ref.sdf,True,2383,df23f37a84b210ae8a9adad77bc2c4675db17d10dea01a0dee5d5dc19749d13f,structures/x7333a/A71EV2A-x7333a/A71EV2A-x7333a_ligand_prepared.sdf,True,4458,0b359adfc1225ac09405f80847a7d3f0d563ce5c0dbd3b77befac18b090fe596,1117,1074,43,27,2082,2082,,,True,1,27,27,0,C:17;F:2;N:5;O:2;S:1,True,1,52,27,0,C:17;F:2;H:25;N:5;O:2;S:1
867,A71EV2A-x7334a,x7334a_x7334b_x7389a,CSc1ncnc(N2CC(O)C2)c1CC(=O)N1CCC[C@H](C(N)=O)C1,6.4262,False,False,True,True,False,44.198,92,40.6622,structures/x7334a_x7334b_x7389a/A71EV2A-x7334a,structures/x7334a_x7334b_x7389a/A71EV2A-x7334a/A71EV2A-x7334a_complex_ref.pdb,True,205250,f5be7e7fad5cefa0a8e4012fd0fb1068f9c3b9ac0c0eb6643d0ee8e8c3ca5a6f,structures/x7334a_x7334b_x7389a/A71EV2A-x7334a/A71EV2A-x7334a_prepared.pdb,True,170009,e9e5dba8fc44ea465bf36280c243f7bb5be46c4aa5cab84c84b1c0177cc78e2f,structures/x7334a_x7334b_x7389a/A71EV2A-x7334a/A71EV2A-x7334a_ligand_ref.sdf,True,2231,adc0a57395340063b3604fa359e6f02c824d99c7480608141bf9a825a8f6d419,structures/x7334a_x7334b_x7389a/A71EV2A-x7334a/A71EV2A-x7334a_ligand_prepared.sdf,True,4140,4f8dcc5b57ccb15309d3d8fb85792bc2804aa42f96ba53ca1a55e4acb383da8d,1140,1090,50,25,2097,2097,,,True,1,25,25,0,C:16;N:5;O:3;S:1,True,1,48,25,0,C:16;H:23;N:5;O:3;S:1
868,A71EV2A-x7334b,x7334a_x7334b_x7389a,CSc1ncnc(N2CC(O)C2)c1CC(=O)N1CCC[C@H](C(N)=O)C1,6.4262,False,False,True,True,False,36.2655,92.3077,33.4758,structures/x7334a_x7334b_x7389a/A71EV2A-x7334b,structures/x7334a_x7334b_x7389a/A71EV2A-x7334b/A71EV2A-x7334b_complex_ref.pdb,True,205250,5ba77aada0500ba67df6ea418c237e80a025950ac4302acd3241418b6fbc0116,structures/x7334a_x7334b_x7389a/A71EV2A-x7334b/A71EV2A-x7334b_prepared.pdb,True,170009,5de997160ae4ba8e81c4e0c39f1a76cbb88f0a6d01504f35a35ff04173e4d9ed,structures/x7334a_x7334b_x7389a/A71EV2A-x7334b/A71EV2A-x7334b_ligand_ref.sdf,True,2231,ae73ade7382254623b556ca2ea72794b147b3e688d398e5cc857d57e4aad3a55,structures/x7334a_x7334b_x7389a/A71EV2A-x7334b/A71EV2A-x7334b_ligand_prepared.sdf,True,4140,e8e8c85d5f8b45b0bfca93702ee9c58d077782e5dc781a9e7db3358b54054d5a,1140,1090,50,25,2097,2097,,,True,1,25,25,0,C:16;N:5;O:3;S:1,True,1,48,25,0,C:16;H:23;N:5;O:3;S:1
869,A71EV2A-x7338a,x7338a,CSc1ncnc(N(C)CCC(F)(F)F)c1CC(=O)N1CCC[C@H](C(N)=O)C1,5.7488,False,False,True,True,False,36.8005,92,33.8564,structures/x7338a/A71EV2A-x7338a,structures/x7338a/A71EV2A-x7338a/A71EV2A-x7338a_complex_ref.pdb,True,213917,398576c3df3bc87efa8c3b22cd4b87727b647acc7f5e292fcde4503617a32259,structures/x7338a/A71EV2A-x7338a/A71EV2A-x7338a_prepared.pdb,True,170009,27f6a709e0230cdff6c3c3eb4c9000d0ec978925ede36f7d6aef30c37c3cfdde,structures/x7338a/A71EV2A-x7338a/A71EV2A-x7338a_ligand_ref.sdf,True,2467,13ebd8791e58002bc051da394b09a94cc6cc39681fc4f268f48186830771ba8f,structures/x7338a/A71EV2A-x7338a/A71EV2A-x7338a_ligand_prepared.sdf,True,4459,1d3e85f1d27a6e1477c0a89254d7db24c7a9e0b5b6e5be5cec82cb56a8ec2d1e,1172,1122,50,28,2097,2097,,,True,1,28,28,0,C:17;F:3;N:5;O:2;S:1,True,1,52,28,0,C:17;F:3;H:24;N:5;O:2;S:1
870,A71EV2A-x7339a,x7339a,CSc1ncnc(N2CC[C@H]2C)c1CC(=O)N1CCC[C@H](C(N)=O)C1,6.6955,False,False,True,True,False,39.3593,92,36.2106,structures/x7339a/A71EV2A-x7339a,structures/x7339a/A71EV2A-x7339a/A71EV2A-x7339a_complex_ref.pdb,True,205006,dc0343088982190763134f5023d36cf19061bd39ae2c6edf7d9e8c144f2e64c3,structures/x7339a/A71EV2A-x7339a/A71EV2A-x7339a_prepared.pdb,True,170009,08946235c585777a803117dfac9df85c9f55aabf2575fb96f55bd05fd26b728f,structures/x7339a/A71EV2A-x7339a/A71EV2A-x7339a_ligand_ref.sdf,True,2231,74c7556393e5e0da6eb744bf2661dbddcb94e838825a481960a95804affd7936,structures/x7339a/A71EV2A-x7339a/A71EV2A-x7339a_ligand_prepared.sdf,True,4306,5110686d23cfe8938fb24197effd57f1726d618d240947ef114457237ec7f917,1137,1090,47,25,2097,2097,,,True,1,25,25,0,C:17;N:5;O:2;S:1,True,1,50,25,0,C:17;H:25;N:5;O:2;S:1
871,A71EV2A-x7350a,x7350a_x7350b,CSc1ccc(-c2ccccn2)cc1OC(=O)N1C[C@H](C(N)=O)C[C@H]2C[C@H]21,6.7702,False,False,True,True,False,44.2339,88.8889,39.319,structures/x7350a_x7350b/A71EV2A-x7350a,structures/x7350a_x7350b/A71EV2A-x7350a/A71EV2A-x7350a_complex_ref.pdb,True,385961,8857255bc158d3620b349f829f0a6fbb068cc87210cdeb589f3074e1e2abb808,structures/x7350a_x7350b/A71EV2A-x7350a/A71EV2A-x7350a_prepared.pdb,True,171224,b1a40a3400c221d4e07d14f6b903b04c611d356077de4571097f5c4a5cd137a9,structures/x7350a_x7350b/A71EV2A-x7350a/A71EV2A-x7350a_ligand_ref.sdf,True,2410,098f20e8b428902dbf510b77af7a670922cd3f8b319a882fc52fe10dd2e39036,structures/x7350a_x7350b/A71EV2A-x7350a/A71EV2A-x7350a_ligand_prepared.sdf,True,4153,ba83644d1535fee2def798e1a91a9a4792c0a43c97407df27c5bf796beea0602,2236,2180,56,27,2112,2112,,,True,1,27,27,0,C:20;N:3;O:3;S:1,True,1,48,27,0,C:20;H:21;N:3;O:3;S:1
872,A71EV2A-x7350b,x7350a_x7350b,CSc1ccc(-c2ccccn2)cc1OC(=O)N1C[C@H](C(N)=O)C[C@H]2C[C@H]21,6.7702,False,False,True,True,False,44.3921,88.8889,39.4597,structures/x7350a_x7350b/A71EV2A-x7350b,structures/x7350a_x7350b/A71EV2A-x7350b/A71EV2A-x7350b_complex_ref.pdb,True,385961,e816a2675fa897bfc441e40f9e5e1f44537d1237e7e65acb907be05260607da8,structures/x7350a_x7350b/A71EV2A-x7350b/A71EV2A-x7350b_prepared.pdb,True,171224,9ee0ab107d023f12af2d4cdcd575a8823ebe681bb17d407558378d38c24d4dfe,structures/x7350a_x7350b/A71EV2A-x7350b/A71EV2A-x7350b_ligand_ref.sdf,True,2410,a980767511c51241d48d4478f4bca56cd9e4ee2b2627ab231af84fc4d691d54e,structures/x7350a_x7350b/A71EV2A-x7350b/A71EV2A-x7350b_ligand_prepared.sdf,True,4153,331384c5a1adbf83a6a8dfd12a541ad65cbab2c74fe1b2b12ee49f223eb36f06,2236,2180,56,27,2112,2112,,,True,1,27,27,0,C:20;N:3;O:3;S:1,True,1,48,27,0,C:20;H:21;N:3;O:3;S:1
873,A71EV2A-x7353a,x7353a_x7353b,COC[C@@H]1CCN1c1ncnc(SC)c1CC(=O)N1CCC[C@H](C(N)=O)C1,5.358,False,False,True,True,False,35.0988,92,32.2909,structures/x7353a_x7353b/A71EV2A-x7353a,structures/x7353a_x7353b/A71EV2A-x7353a/A71EV2A-x7353a_complex_ref.pdb,True,209852,d35fbf4a020f046b7ca52dacd0f0a8fb23571808113858a49cfd4947a4ddf925,structures/x7353a_x7353b/A71EV2A-x7353a/A71EV2A-x7353a_prepared.pdb,True,170009,8b1426a7941cf296c8283331936c5c4e18f64f6623d9a7d80f5c6627f60c9dae,structures/x7353a_x7353b/A71EV2A-x7353a/A71EV2A-x7353a_ligand_ref.sdf,True,2397,08bdcc4a03bd9ea2d8f46caaee783e9328ed9354be25cc4c84439098286a9b68,structures/x7353a_x7353b/A71EV2A-x7353a/A71EV2A-x7353a_ligand_prepared.sdf,True,4638,1877813cf53991162c7c7ea2382e646bbfce34dcf5097f9a6773b9acabcb13eb,1147,1096,51,27,2097,2097,,,True,1,27,27,0,C:18;N:5;O:3;S:1,True,1,54,27,0,C:18;H:27;N:5;O:3;S:1
874,A71EV2A-x7353b,x7353a_x7353b,COC[C@@H]1CCN1c1ncnc(SC)c1CC(=O)N1CCC[C@H](C(N)=O)C1,5.358,False,False,True,True,False,39.6612,92.3077,36.6104,structures/x7353a_x7353b/A71EV2A-x7353b,structures/x7353a_x7353b/A71EV2A-x7353b/A71EV2A-x7353b_complex_ref.pdb,True,209852,7f1d915f74baafc2a5ff711bc9281461c2bde1c66e2784738c125e2e5124f2ff,structures/x7353a_x7353b/A71EV2A-x7353b/A71EV2A-x7353b_prepared.pdb,True,170009,89e5df716d5b3dbb2a0c3d72474b0964a8f27074076100b9cd6262ec7892c7c5,structures/x7353a_x7353b/A71EV2A-x7353b/A71EV2A-x7353b_ligand_ref.sdf,True,2397,492b9de3e478527417bad84ddaeb30b3118116a76213a458effd019dd44deffd,structures/x7353a_x7353b/A71EV2A-x7353b/A71EV2A-x7353b_ligand_prepared.sdf,True,4638,21824e525bf062a45c54e5a27fe20ebacff3a4c9685b95cc8f41d47b17d0777a,1147,1096,51,27,2097,2097,,,True,1,27,27,0,C:18;N:5;O:3;S:1,True,1,54,27,0,C:18;H:27;N:5;O:3;S:1
